car_brand,car_model,car_driven,car_transmission,car_model_year,car_price
Toyota,Camry,692000.0,Manual,1998,7000.0
Hyundai,Elantra,499999.0,Manual,2007,10500.0
Land,Rover,80000.0,Automatic,2013,100000.0
Toyota,Camry,189000.0,Automatic,2015,40000.0
Hyundai,Elantra,171000.0,Automatic,2015,28000.0
Kia,Cerato,112000.0,Automatic,2016,25000.0
Hyundai,Sonata,290000.0,Automatic,2015,40000.0
Hyundai,Elantra,216352.0,Manual,2008,11500.0
Toyota,Camry,350000.0,Manual,2004,10000.0
Kia,Carnival,80000.0,Automatic,2016,65000.0
GMC,Acadia,44000.0,Automatic,2012,46000.0
Chevrolet,Lumina,380000.0,Automatic,2006,6500.0
Ford,F-150,165000.0,Automatic,2010,35000.0
Toyota,Yaris,140000.0,Manual,2015,22003.0
Kia,Opirus,345000.0,Automatic,2008,8500.0
Chrysler,Grand,74000.0,Automatic,2013,30000.0
Hyundai,Sonata,316000.0,Automatic,2009,14000.0
Toyota,Corolla,101000.0,Automatic,2016,40000.0
Ford,Explorer,3000.0,Automatic,2007,12000.0
Nissan,Sunny,300000.0,Manual,2007,11000.0
Kia,Sportage,105000.0,Automatic,2015,45000.0
Geely,Emgrand,145000.0,Manual,2013,11500.0
Hyundai,Sonata,274000.0,Automatic,2012,22000.0
Toyota,Corolla,92000.0,Automatic,2018,45000.0
Porsche,Cayenne,164000.0,Automatic,2015,130000.0
Jeep,Commander,230000.0,Automatic,2006,15000.0
Ford,Edge,262000.0,Automatic,2008,20000.0
Abarth,124,600000.0,Manual,1992,5000.0
Toyota,Innova,263000.0,Automatic,2009,26600.0
Ford,Taurus,225000.0,Automatic,2015,48000.0
Mercedes-Benz,S-Class,500000.0,Automatic,1994,2500.0
Honda,Accord,211000.0,Automatic,2012,26000.0
Toyota,Camry,540000.0,Automatic,2007,14000.0
Toyota,Camry,152000.0,Manual,2010,20000.0
Toyota,Camry,512.0,CVT,2020,108000.0
Toyota,Rav4,148000.0,Automatic,2014,46000.0
Dodge,Ram,130.0,Automatic,2012,30000.0
Nissan,Pathfinder,0.0,Automatic,2007,22000.0
Toyota,Corolla,102000.0,Automatic,2016,37000.0
Audi,Q7,275000.0,CVT,2011,52000.0
Ford,Focus,28000.0,Automatic,2016,37800.0
Ford,Taurus,80040.0,Automatic,2015,58999.0
Ford,Taurus,5318.0,Automatic,2017,95000.0
Ford,Taurus,167219.0,Automatic,2013,39000.0
Ford,Taurus,99421.0,Automatic,2014,48000.0
Ford,Taurus,55012.0,Automatic,2016,70000.0
Ford,Figo,23172.0,Automatic,2016,20999.0
Ford,Fusion,36900.0,Automatic,2017,64999.0
Ford,Taurus,191302.0,Automatic,2013,33999.0
Ford,Figo,20221.0,Automatic,2016,20999.0
Ford,Explorer,136586.0,Automatic,2012,44999.0
Ford,Explorer,53035.0,Automatic,2014,62999.0
Lincoln,MKS,22456.0,Automatic,2015,79999.0
Lincoln,Continental,105.0,Automatic,2017,235999.0
Ford,Taurus,147600.0,Automatic,2013,39999.0
Ford,Edge,145150.0,Automatic,2013,55999.0
Ford,Expedition,105100.0,Automatic,2013,53999.0
Ford,Explorer,89000.0,Automatic,2013,54999.0
Ford,Edge,157000.0,Automatic,2013,43999.0
Ford,Focus,93700.0,Automatic,2014,24999.0
Ford,Expedition,165.0,Automatic,2017,124999.0
Ford,Ranger,43961.0,Manual,2016,54999.0
Ford,Explorer,18900.0,Automatic,2016,129999.0
Ford,Explorer,132368.0,Automatic,2013,54999.0
Ford,Explorer,853.0,Automatic,2017,135999.0
Ford,Taurus,1606.0,Automatic,2017,110000.0
Ford,Fusion,95395.0,Automatic,2014,33000.0
Ford,Taurus,85.0,Automatic,2017,109999.0
Ford,Expedition,92618.0,Automatic,2014,59999.0
Ford,Edge,18815.0,Automatic,2013,51729.0
Ford,Expedition,68281.0,Automatic,2016,90999.0
Ford,Taurus,35000.0,Automatic,2015,94500.0
Lincoln,Continental,10300.0,Automatic,2017,259999.0
Lincoln,Continental,680.0,Automatic,2017,284999.0
Ford,Fusion,17110.0,Automatic,2016,48999.0
Ford,Focus,48854.0,Automatic,2013,20000.0
Ford,Focus,27202.0,Automatic,2016,44999.0
Ford,Expedition,13333.0,Automatic,2016,94999.0
Lincoln,Navigator,102500.0,Automatic,2012,84000.0
Ford,Expedition,155766.0,Automatic,2013,54999.0
Ford,Edge,361.0,Automatic,2017,109999.0
Ford,Mustang,7796.0,Automatic,2017,156000.0
Ford,Expedition,1218.0,Automatic,2017,142999.0
Ford,Edge,1130.0,Automatic,2017,100500.0
Ford,Expedition,92409.0,Automatic,2013,54999.0
Lincoln,MKX,35667.0,Automatic,2016,167999.0
Ford,Mustang,15878.0,Automatic,2017,189000.0
Ford,Edge,2774.0,Automatic,2017,134999.0
Ford,Edge,335.0,Automatic,2017,134999.0
Ford,Edge,727.0,Automatic,2017,129999.0
Ford,Edge,4422.0,Automatic,2017,134999.0
Ford,Edge,21.0,Automatic,2017,111300.0
Ford,Expedition,16834.0,Automatic,2017,149999.0
Ford,Explorer,165500.0,Automatic,2013,52499.0
Ford,Focus,1739.0,Automatic,2017,42000.0
Ford,Edge,255.0,Automatic,2017,124999.0
Ford,Fusion,22603.0,Automatic,2015,45000.0
Ford,Expedition,82604.0,Automatic,2012,52498.0
Ford,Expedition,561.0,Automatic,2017,126000.0
Ford,Expedition,83800.0,Automatic,2014,78750.0
Ford,Focus,2218.0,Automatic,2016,37800.0
Ford,Taurus,29900.0,Automatic,2015,56000.0
Lincoln,MKT,68317.0,Automatic,2015,99999.0
Lincoln,MKS,21667.0,Automatic,2014,93450.0
Ford,Focus,28000.0,Automatic,2016,37800.0
Honda,Accord,168000.0,Automatic,2014,55000.0
Chevrolet,Cruze,238290.0,Automatic,2016,25000.0
Hyundai,Elantra,550000.0,Manual,2010,10000.0
Toyota,Previa,484000.0,Automatic,2004,15000.0
Chevrolet,Captiva,278000.0,Automatic,2008,12500.0
Honda,Odyssey,167.0,Automatic,2015,60000.0
Chevrolet,Malibu,158000.0,Automatic,2014,28000.0
GMC,Yukon,26000.0,Automatic,2019,170000.0
GMC,Yukon,26000.0,Automatic,2019,170000.0
Mazda,CX,9000.0,Automatic,2020,87271.0
Toyota,Corolla,245500.0,Manual,2012,25000.0
Toyota,Camry,195000.0,Manual,2008,20000.0
Hyundai,Grand,74000.0,Automatic,2016,75000.0
Mercury,Grand,156287.0,Automatic,2004,16000.0
Mercury,Grand,156287.0,Automatic,2004,16000.0
Toyota,Rav4,147500.0,Automatic,2014,49000.0
Subaru,Forester,170000.0,Automatic,2010,16500.0
Subaru,Forester,170000.0,Automatic,2010,17500.0
Renault,Fluence,216880.0,Automatic,2012,11000.0
Mercedes-Benz,S-Class,316000.0,Automatic,2002,14000.0
BMW,7,175000.0,Automatic,2014,80000.0
Ford,Explorer,76000.0,Automatic,2015,65000.0
Nissan,Patrol,0.0,CVT,2019,85000.0
Maserati,Ghibli,97.0,Automatic,2015,87000.0
Hyundai,Sonata,87000.0,Automatic,2015,40000.0
Jeep,Commander,230000.0,Automatic,2006,15000.0
Hyundai,Sonata,87000.0,Automatic,2015,42000.0
Mitsubishi,Pajero,117000.0,Automatic,2015,55000.0
Chevrolet,Spark,83000.0,Automatic,2018,20000.0
Ford,Edge,281.0,Automatic,2008,24000.0
Foton,View,23000.0,Automatic,2009,16500.0
Ford,Edge,281000.0,Automatic,2008,24000.0
Toyota,Land,8000.0,Automatic,2020,225000.0
Toyota,Yaris,1400.0,CVT,2020,54000.0
Hyundai,i10,109000.0,Automatic,2013,13000.0
BMW,5,83500.0,Automatic,2014,75000.0
Chevrolet,Tahoe,135000.0,Automatic,2018,128000.0
BMW,5,83500.0,Automatic,2014,75000.0
Ford,Explorer,364000.0,Automatic,2009,22000.0
Toyota,Land,18336.0,Automatic,2019,149891.0
Chevrolet,Tahoe,135000.0,Automatic,2018,128000.0
Ford,Explorer,76000.0,Automatic,2015,50000.0
Kia,Sorento,230000.0,Automatic,2016,50000.0
Mitsubishi,Eclipse,70000.0,Automatic,2009,25000.0
Mitsubishi,Eclipse,70000.0,Automatic,2009,25000.0
Toyota,Camry,53560.0,Automatic,2017,20000.0
Toyota,Rav4,60.0,Automatic,2021,2520.0
Ford,Mustang,125000.0,Automatic,2014,75000.0
Mercedes-Benz,E,120000.0,Automatic,2014,100000.0
Chevrolet,Lumina,114000.0,Automatic,2005,5500.0
Mazda,6,106000.0,Automatic,2016,53000.0
Hyundai,Accent,41000.0,Automatic,2019,33000.0
Toyota,Corolla,177700.0,Automatic,2013,25000.0
Dodge,Charger,164000.0,Automatic,2017,75000.0
Chevrolet,Lumina,114000.0,Automatic,2005,5500.0
Nissan,ZX300,150000.0,Manual,2002,750000.0
Mitsubishi,Eclipse,70000.0,Automatic,2009,25000.0
Audi,A4,12.0,Automatic,2015,50000000.0
Ford,Explorer,208000.0,Automatic,2010,20000.0
Abarth,124,400.0,Automatic,2020,95000.0
Kia,Optima,190395.0,Automatic,2014,36000.0
Chevrolet,Epica,180000.0,Automatic,2008,10000.0
BMW,X4,40000.0,Automatic,2016,165000.0
Chevrolet,Spark,89000.0,Automatic,2018,17000.0
Toyota,Camry,4500.0,CVT,2020,80000.0
Chevrolet,Trailblazer,200000.0,Automatic,2005,11000.0
Dodge,Charger,174000.0,Automatic,2014,33000.0
Toyota,Camry,91000.0,Automatic,2019,116000.0
Mini,Cooper,144000.0,Manual,2015,60000.0
Toyota,Yaris,37700.0,Automatic,2017,40000.0
Toyota,Fortuner,27000.0,Automatic,2019,98000.0
Mercedes-Benz,S-Class,77000.0,Automatic,2006,70000.0
Kia,Rio,118000.0,Automatic,2016,26000.0
Nissan,Maxima,227000.0,Automatic,2007,15000.0
Toyota,Corolla,52000.0,Automatic,2016,46000.0
Toyota,Hilux,8000.0,Manual,2020,130000.0
Toyota,Yaris,125000.0,Automatic,2016,28000.0
Cadillac,CTS,300000.0,Automatic,2013,35000.0
Cadillac,CTS,300000.0,Automatic,2013,35000.0
Kia,Sportage,84000.0,Automatic,2018,48000.0
Toyota,Yaris,190000.0,Manual,2008,15000.0
Hyundai,i30,186000.0,Automatic,2014,25000.0
Toyota,Corolla,200000.0,CVT,2015,35000.0
Audi,A5,117000.0,CVT,2016,100000.0
Hyundai,Elantra,150000.0,Automatic,2017,36000.0
Dodge,Charger,300.0,Automatic,2006,16000.0
Toyota,Land,75000.0,Automatic,2016,1000000.0
Abarth,695,70000.0,Automatic,2014,25000.0
Hyundai,Elantra,569800.0,Manual,2010,8000.0
Honda,Accord,558000.0,CVT,2011,40000.0
Kia,Cadenza,341000.0,Automatic,2012,30000.0
Toyota,Yaris,999.0,CVT,2021,54000.0
BAIC,A115,10000.0,Automatic,2018,50000.0
Nissan,Maxima,227000.0,Automatic,2007,16500.0
Toyota,Yaris,1000.0,CVT,2021,54500.0
Lincoln,MKS,163000.0,Automatic,2013,35000.0
Lincoln,MKS,16200.0,Automatic,2013,35000.0
Nissan,Maxima,200000.0,Automatic,2007,16500.0
Lexus,IS250,200000.0,Automatic,2015,88000.0
Toyota,Camry,300000.0,Automatic,2000,16000.0
Hyundai,Creta,154000.0,Automatic,2016,36000.0
Hyundai,Sonata,147000.0,Automatic,2016,45000.0
Fiat,500,11500.0,Manual,2019,62000.0
Land,Rover,190000.0,Automatic,2013,80000.0
Nissan,Altima,177000.0,CVT,2015,40000.0
Jeep,Grand,44000.0,Automatic,2017,125000.0
Hyundai,Kona,20500.0,Automatic,2020,58000.0
Hyundai,Veloster,23000.0,Automatic,2013,23000.0
Dodge,Durango,145000.0,Automatic,2015,75000.0
Hyundai,Kona,20500.0,Automatic,2020,58000.0
Hyundai,Kona,20000.0,Automatic,2020,58000.0
Chevrolet,Traverse,185000.0,Automatic,2010,15000.0
Toyota,Yaris,324000.0,Manual,2009,12500.0
Hyundai,Elantra,230000.0,Automatic,2014,25000.0
BMW,7,82000.0,Automatic,2014,110000.0
Nissan,Pathfinder,92000.0,Automatic,2015,53000.0
Audi,RS,28000.0,Automatic,2018,188000.0
Audi,RS,28000.0,Automatic,2018,188000.0
Honda,Accord,278000.0,Automatic,2010,34000.0
Chevrolet,Tahoe,195000.0,Automatic,2012,57000.0
Chevrolet,Tahoe,17000.0,Automatic,2015,550000.0
Chrysler,300C,71000.0,Automatic,2014,67000.0
Kia,Rio,93000.0,Automatic,2015,32000.0
BMW,5,172000.0,Automatic,2015,90000.0
Mercedes-Benz,GLC,122000.0,Automatic,2016,134000.0
Hyundai,Accent,209175.0,Automatic,2015,22000.0
Honda,CRX,4502.0,Automatic,2018,19500.0
Ford,Expedition,120000.0,Automatic,2015,70000.0
Fiat,500,12000.0,Manual,2019,62000.0
Nissan,Pathfinder,137000.0,CVT,2014,55000.0
Hyundai,Santa,200000.0,Automatic,2016,70000.0
GMC,Yukon,152240.0,Automatic,2011,40000.0
GMC,Yukon,152240.0,Automatic,2011,40000.0
Mitsubishi,L200,365000.0,Manual,2003,17000.0
GMC,Yukon,110000.0,Manual,1979,27000.0
GAC,GA4,4.0,Automatic,2020,45000.0
Kia,Cerato,160.0,Automatic,2016,30000.0
Chevrolet,Malibu,179890.0,Automatic,2014,24000.0
Chevrolet,Impala,128000.0,Automatic,2016,55000.0
Volvo,S80,253000.0,Automatic,2009,10000.0
Toyota,Corolla,54722.0,CVT,2015,49000.0
BMW,X3,95000.0,Automatic,2015,85000.0
Toyota,Land,124000.0,Automatic,2013,36000.0
Hyundai,Santa,218000.0,Automatic,2016,75000.0
Toyota,Land,1323.0,Automatic,2019,155000.0
Hyundai,H1,67000.0,Manual,2016,50000.0
Lexus,LX,1032.0,Automatic,2019,189000.0
Hyundai,Accent,190000.0,Manual,2013,13500.0
Lexus,LX,1099.0,Automatic,2016,155000.0
Toyota,Avalon,80000.0,Automatic,2016,92000.0
Toyota,Corolla,20000.0,Automatic,2018,55000.0
Lexus,GS-Series,165700.0,Automatic,2015,130000.0
Mercedes-Benz,S-Class,89000.0,Automatic,2016,199000.0
Lexus,LX,1355.0,Automatic,2018,155000.0
Chrysler,200,212000.0,Automatic,2012,180000.0
Ford,Focus,28000.0,Automatic,2016,37800.0
Ford,Fusion,10666.0,Automatic,2015,52500.0
Lincoln,MKS,21667.0,Automatic,2014,93450.0
Ford,Edge,132239.0,Automatic,2013,41999.0
Lincoln,MKT,68317.0,Automatic,2015,99999.0
Ford,Escape,66325.0,Automatic,2015,53549.0
Ford,Fusion,115250.0,Automatic,2015,45000.0
Ford,Expedition,90660.0,Automatic,2012,52498.0
Ford,Expedition,96338.0,Automatic,2012,49999.0
Ford,Taurus,15276.0,Automatic,2016,64999.0
Lincoln,MKT,72339.0,Automatic,2013,72449.0
Ford,Taurus,29900.0,Automatic,2015,56000.0
Ford,Expedition,116963.0,Automatic,2012,52498.0
Ford,Focus,2218.0,Automatic,2016,37800.0
Ford,Ranger,35511.0,Manual,2016,60900.0
Ford,Expedition,83800.0,Automatic,2014,78750.0
Ford,Edge,56723.0,Automatic,2014,59999.0
Ford,Edge,4483.0,Automatic,2017,120750.0
Ford,Expedition,561.0,Automatic,2017,126000.0
Ford,Edge,71188.0,Automatic,2012,57750.0
Ford,Expedition,82604.0,Automatic,2012,52498.0
Ford,Fusion,22603.0,Automatic,2015,45000.0
Ford,Edge,255.0,Automatic,2017,124999.0
Ford,Expedition,1243.0,Automatic,2017,165999.0
Ford,Focus,1739.0,Automatic,2017,42000.0
Ford,Expedition,118300.0,Automatic,2012,52500.0
Ford,Explorer,165500.0,Automatic,2013,52499.0
Ford,Expedition,16834.0,Automatic,2017,149999.0
Ford,Taurus,7000.0,Automatic,2017,142800.0
Ford,Edge,21.0,Automatic,2017,111300.0
Ford,Edge,4422.0,Automatic,2017,134999.0
Ford,Taurus,22114.0,Automatic,2017,99999.0
Ford,Edge,727.0,Automatic,2017,129999.0
Ford,Edge,335.0,Automatic,2017,134999.0
Ford,Edge,2774.0,Automatic,2017,134999.0
Ford,Edge,1682.0,Automatic,2017,134999.0
Ford,Mustang,15878.0,Automatic,2017,189000.0
Ford,Expedition,2129.0,Automatic,2017,155999.0
Lincoln,MKX,35667.0,Automatic,2016,167999.0
Ford,Expedition,92409.0,Automatic,2013,54999.0
Ford,Expedition,92823.0,Automatic,2015,73499.0
Ford,Ranger,90033.0,Manual,2011,22999.0
Ford,Edge,1130.0,Automatic,2017,100500.0
Ford,Expedition,1218.0,Automatic,2017,142999.0
Ford,Mustang,7796.0,Automatic,2017,156000.0
Ford,Edge,361.0,Automatic,2017,109999.0
Ford,Expedition,155766.0,Automatic,2013,54999.0
Ford,Ranger,8184.0,Manual,2011,24999.0
Ford,Flex,2700.0,Automatic,2016,93450.0
Ford,Taurus,26900.0,Automatic,2016,73000.0
Lincoln,Navigator,102500.0,Automatic,2012,84000.0
Ford,Expedition,13333.0,Automatic,2016,94999.0
Ford,Edge,606.0,Automatic,2017,134999.0
Toyota,Camry,50287.0,Automatic,2015,51450.0
Ford,Expedition,6214.0,Automatic,2016,102999.0
Ford,Focus,27202.0,Automatic,2016,44999.0
Ford,Focus,48854.0,Automatic,2013,20000.0
Ford,Fusion,14505.0,Automatic,2016,44999.0
Ford,Fusion,17110.0,Automatic,2016,48999.0
Lincoln,Continental,680.0,Automatic,2017,284999.0
Lincoln,Continental,10300.0,Automatic,2017,259999.0
Ford,Taurus,35000.0,Automatic,2015,94500.0
Ford,Expedition,68281.0,Automatic,2016,90999.0
Ford,Edge,18815.0,Automatic,2013,51729.0
Ford,Explorer,14000.0,Automatic,2017,159999.0
Ford,Expedition,92618.0,Automatic,2014,59999.0
Toyota,Camry,49210.0,Automatic,2015,51999.0
Toyota,Camry,90109.0,Automatic,2015,49999.0
Toyota,Camry,42249.0,Automatic,2015,52500.0
Toyota,Camry,39706.0,Automatic,2015,52500.0
Ford,Expedition,3960.0,Automatic,2017,150150.0
Ford,Edge,71188.0,Automatic,2012,50400.0
Ford,Taurus,85.0,Automatic,2017,109999.0
Ford,Fusion,95395.0,Automatic,2014,33000.0
Ford,Taurus,1606.0,Automatic,2017,110000.0
Ford,Expedition,500.0,Automatic,2017,144999.0
Ford,Explorer,68114.0,Automatic,2015,63999.0
Ford,Explorer,853.0,Automatic,2017,135999.0
Ford,Edge,1682.0,Automatic,2017,134999.0
Toyota,Corolla,18652.0,Automatic,2016,50000.0
Toyota,Corolla,43814.0,Automatic,2016,49999.0
Ford,Explorer,132368.0,Automatic,2013,54999.0
Ford,Explorer,18900.0,Automatic,2016,129999.0
Ford,Expedition,147.0,Automatic,2017,139999.0
Ford,Ranger,43961.0,Manual,2016,54999.0
Cadillac,CTS,68000.0,Automatic,2014,83000.0
Cadillac,CTS,107024.0,Automatic,2014,77000.0
Ford,Expedition,165.0,Automatic,2017,124999.0
Ford,Raptor,644.0,Automatic,2017,299999.0
Ford,EcoSport,186000.0,Automatic,2014,23000.0
Ford,Focus,93700.0,Automatic,2014,24999.0
Ford,Edge,157000.0,Automatic,2013,43999.0
Ford,Explorer,89000.0,Automatic,2013,54999.0
Ford,Expedition,105100.0,Automatic,2013,53999.0
Ford,Edge,145150.0,Automatic,2013,55999.0
Ford,Taurus,147600.0,Automatic,2013,39999.0
Lincoln,Continental,105.0,Automatic,2017,235999.0
Lincoln,MKS,22456.0,Automatic,2015,79999.0
Ford,Explorer,53035.0,Automatic,2014,62999.0
Ford,Explorer,136586.0,Automatic,2012,44999.0
Ford,Figo,20221.0,Automatic,2016,20999.0
Ford,Figo,26993.0,Automatic,2016,20999.0
Ford,Taurus,191302.0,Automatic,2013,33999.0
Ford,Figo,20190.0,Automatic,2016,20999.0
Ford,Figo,31038.0,Automatic,2016,20999.0
Ford,Escape,66323.0,Automatic,2015,44999.0
Ford,Fusion,36900.0,Automatic,2017,64999.0
Ford,Figo,23172.0,Automatic,2016,20999.0
Ford,Taurus,55012.0,Automatic,2016,70000.0
Ford,Taurus,99421.0,Automatic,2014,48000.0
Ford,Taurus,167219.0,Automatic,2013,39000.0
Ford,Taurus,5318.0,Automatic,2017,95000.0
Ford,Taurus,80040.0,Automatic,2015,58999.0
Ford,Figo,33643.0,Automatic,2016,20999.0
Ford,Figo,61105.0,Automatic,2016,20999.0
Ford,Focus,125041.0,Automatic,2012,16999.0
Ford,Figo,51553.0,Automatic,2016,20999.0
Ford,Expedition,110000.0,Automatic,2012,57750.0
Ford,Expedition,127000.0,Automatic,2012,52500.0
Ford,Expedition,112000.0,Automatic,2012,52500.0
GMC,Terrain,6298.0,Automatic,2019,80000.0
Hyundai,Elantra,250000.0,Automatic,2012,17000.0
Kia,Sorento,165000.0,Automatic,2009,22000.0
Kia,Mohave,140000.0,Automatic,2016,55000.0
Hyundai,Tucson,150000.0,Automatic,2013,35000.0
Ford,Explorer,312000.0,Automatic,2006,15000.0
Hyundai,Tucson,150000.0,Automatic,2013,35000.0
Toyota,Camry,45000.0,Automatic,2019,65000.0
Kia,Sportage,260000.0,Automatic,2011,27000.0
Dodge,Avenger,270000.0,Automatic,2008,14000.0
Kia,Sportage,260000.0,Automatic,2011,27000.0
Ford,Figo,120000.0,Manual,2015,13500.0
Hyundai,Elantra,132000.0,Automatic,2016,42000.0
Nissan,Altima,300000.0,CVT,2008,8000.0
Nissan,Pathfinder,44758.0,Automatic,2016,69000.0
Chevrolet,Lumina,342000.0,Automatic,2001,7000.0
Toyota,Rav4,51000.0,Automatic,2017,89750.0
Kia,Picanto,138726.0,Automatic,2014,18500.0
Hyundai,Tucson,143800.0,Automatic,2011,35000.0
Kia,Picanto,138728.0,Automatic,2014,18500.0
Kia,Picanto,138728.0,Automatic,2014,18500.0
GMC,Envoy,328000.0,Automatic,2007,13000.0
Kia,Optima,0.0,Automatic,2014,30000.0
Toyota,Corolla,73000.0,Automatic,2013,36000.0
Toyota,Corolla,165000.0,Manual,2012,24500.0
BMW,5,232.0,Automatic,2007,20000.0
Toyota,Land,190000.0,Automatic,2016,120000.0
Toyota,Land,125000.0,Automatic,2012,100000.0
Toyota,Land,123000.0,Automatic,2012,100000.0
Toyota,Yaris,69500.0,CVT,2016,29000.0
Nissan,Altima,200000.0,Automatic,2010,23000.0
Mazda,CX-5,12000.0,Automatic,2020,116000.0
Chevrolet,Aveo,217000.0,Automatic,2013,13000.0
Toyota,Land,32140.0,Automatic,2018,125000.0
Chevrolet,Camaro,174000.0,Automatic,2011,49500.0
Mazda,CX-9,153000.0,Automatic,2016,60000.0
Hyundai,Elantra,260000.0,Automatic,2015,25000.0
Kia,Cerato,227.0,Automatic,2013,13000.0
Chevrolet,Optra,191000.0,Manual,2006,7500.0
Hyundai,H1,84650.0,Automatic,2012,30000.0
Nissan,Pathfinder,180000.0,Automatic,2008,40000.0
Nissan,Pathfinder,180000.0,Automatic,2008,40000.0
Lexus,LX,1092.0,Automatic,2016,1450000.0
Toyota,Rav4,175000.0,Automatic,2012,32000.0
Toyota,Corolla,500.0,Automatic,2005,14500.0
Ford,Expedition,13000.0,Automatic,2019,170000.0
Land,Rover,270.0,Automatic,2007,28000.0
Abarth,695,240000.0,Automatic,1996,21000.0
Toyota,Fortuner,117500.0,Automatic,2015,60000.0
Toyota,Cressida,480.0,Manual,1996,7500.0
Abarth,695,138.0,Automatic,2010,38000.0
Lexus,LX,300000.0,Automatic,2005,22000.0
Toyota,Camry,371000.0,Automatic,2012,30000.0
Toyota,Camry,371000.0,Automatic,2012,35000.0
Lexus,LX,300.0,Automatic,2005,22000.0
Ford,Edge,92000.0,Automatic,2013,72000.0
Jaguar,F-Pace,18000.0,Automatic,2020,210000.0
Jaguar,F-Pace,18000.0,Automatic,2020,210000.0
Mercedes-Benz,300/350/380,41000.0,Automatic,2007,25000.0
Chevrolet,Spark,62000.0,Automatic,2019,24000.0
Toyota,Innova,398626.0,Manual,2011,23000.0
Hyundai,Elantra,147000.0,Manual,2014,16000.0
Jaguar,XF,13000.0,Automatic,2018,140000.0
Toyota,Corolla,91000.0,Automatic,2016,40000.0
Chevrolet,Spark,62000.0,Automatic,2019,24000.0
Lexus,LX,59000.0,Automatic,2017,335000.0
Chrysler,300C,55000.0,Automatic,2014,65000.0
Toyota,Camry,445000.0,Manual,2007,15000.0
Audi,A3,140000.0,Automatic,2015,55000.0
Mazda,CX-9,120000.0,Automatic,2010,27000.0
Ford,Edge,0.0,Automatic,2013,39999.0
Chevrolet,Spark,62000.0,Automatic,2019,24000.0
Ford,Explorer,91000.0,Automatic,2015,60000.0
Toyota,Camry,284000.0,Automatic,2007,21000.0
Kia,Cerato,110000.0,Automatic,2016,28000.0
Kia,Mohave,97000.0,Automatic,2014,45000.0
Chrysler,300C,43000.0,Automatic,2017,80000.0
Honda,Pilot,173000.0,Automatic,2016,85000.0
Nissan,Altima,101000.0,CVT,2017,64000.0
Hyundai,Elantra,34000.0,Automatic,2019,45000.0
Hyundai,Tucson,90000.0,Automatic,2014,45000.0
Hyundai,Elantra,650000.0,CVT,2010,9000.0
Honda,Civic,150000.0,Manual,2004,12000.0
Peugeot,508,99800.0,Automatic,2013,32500.0
Nissan,Pathfinder,322000.0,Automatic,2010,27000.0
Aston,Martin,35000.0,Automatic,2013,200000.0
Kia,Carens,125000.0,Automatic,2013,28500.0
Toyota,Rush,114000.0,Automatic,2019,55000.0
Renault,Captur,54000.0,Automatic,2017,45000.0
Kia,Carens,125000.0,Automatic,2013,28500.0
Dodge,Challenger,45000.0,Automatic,2015,135000.0
Ford,Edge,216000.0,Automatic,2013,45000.0
Lexus,LX,0.0,Automatic,2020,600000.0
Kia,Quoris,99768.0,Automatic,2013,65000.0
Ford,Expedition,11000.0,Automatic,2019,150000.0
Bentley,Bentayga,5000.0,Automatic,2019,700000.0
Porsche,Cayenne,222000.0,Automatic,2008,35000.0
Porsche,Cayenne,220000.0,Automatic,2008,35000.0
BMW,X5,157.0,Automatic,2008,30000.0
Mercedes-Benz,E-Class,14500.0,Automatic,2017,50000.0
Chevrolet,Cruze,95000.0,Automatic,2013,25000.0
Toyota,Corolla,38500.0,CVT,2015,48000.0
Porsche,Panamera,135000.0,Automatic,2012,100000.0
Hyundai,Tucson,200000.0,Automatic,2012,37000.0
Peugeot,508,99500.0,Automatic,2013,32500.0
Mercedes-Benz,S-Class,34000.0,Automatic,2017,225000.0
Chevrolet,Blazer,400000.0,Automatic,2005,13000.0
Kia,Optima,150000.0,Automatic,2015,32000.0
Toyota,Land,9999.0,Automatic,2020,80000.0
Volkswagen,Beetle,170000.0,Automatic,2003,6000.0
GMC,Envoy,176472.0,Automatic,2006,18000.0
Dodge,Durango,80000.0,Automatic,2017,83000.0
Mitsubishi,Eclipse,74200.0,Automatic,2015,45000.0
Toyota,Cressida,480.0,Manual,1996,8000.0
Mazda,CX-5,96000.0,Automatic,2016,60000.0
Kia,Sportage,119000.0,Automatic,2017,49000.0
Chevrolet,Trailblazer,203000.0,Automatic,2007,12000.0
Kia,Cerato,200000.0,Automatic,2012,19500.0
Kia,Cerato,63000.0,Automatic,2018,1000.0
Mercedes-Benz,ML350,160000.0,Automatic,2013,95000.0
Jeep,Grand,82000.0,Automatic,2014,65000.0
Nissan,Altima,290979.0,Automatic,2010,14000.0
Toyota,Fortuner,46000.0,Automatic,2015,72500.0
Toyota,Fortuner,46000.0,Automatic,2015,73500.0
Chrysler,300C,266.0,Automatic,2008,19000.0
Toyota,Camry,130000.0,Manual,2009,20000.0
Lexus,ES,60000.0,Automatic,2016,90000.0
GMC,Terrain,78000.0,Automatic,2015,55000.0
Mitsubishi,Grandis,500000.0,Manual,2005,12000.0
Kia,Rio,83000.0,Automatic,2016,26000.0
Lexus,ES,60000.0,Automatic,2016,90000.0
Hyundai,Tucson,40900.0,Automatic,2017,700000.0
Lexus,ES,60000.0,Automatic,2016,95000.0
Chevrolet,Colorado,109500.0,Manual,2013,24000.0
